AVERAGE CITATIONS PER YEAR
  Publish Year    Ave. Citations    No. of Papers
STRAIN                                                                                                                                                                                                   14.7132                1140
STEROID FORMATION, DEGRADATION, AND ACTION IN PERIPHERAL TISSUES                                                                                                                                         14.7097                  62
CHOLECYSTOKININ                                                                                                                                                                                          14.6875                  80
MICROBIAL PATHOGENESIS AND IMMUNE RESPONSE II                                                                                                                                                            14.6829                  41
JOURNAL OF SURFACTANTS AND DETERGENTS                                                                                                                                                                    14.6786                1963
COLORECTAL DISEASE                                                                                                                                                                                       14.6727                6160
EPILEPSIA                                                                                                                                                                                                14.6351               43737
JOURNAL OF PUBLIC HEALTH DENTISTRY                                                                                                                                                                       14.6332                2418
EUROPEAN JOURNAL OF CLINICAL INVESTIGATION                                                                                                                                                               14.6123               14141
JOURNAL OF FUTURES MARKETS                                                                                                                                                                               14.5754                2421
COMPUTATIONAL INTELLIGENCE                                                                                                                                                                               14.5515                1106
NUMERICAL METHODS FOR PARTIAL DIFFERENTIAL EQUATIONS                                                                                                                                                     14.5497                2274
SOCIOLOGIA RURALIS                                                                                                                                                                                       14.5487                2701
IMMUNOLOGIC DISEASES OF THE EAR                                                                                                                                                                          14.5455                  33
RECOMBINANT DNA TECHNOLOGY II                                                                                                                                                                            14.5435                  46
PHARMACEUTICAL STATISTICS                                                                                                                                                                                14.532                 1126
JOURNAL OF BONE AND MINERAL RESEARCH                                                                                                                                                                     14.5299               47215
CANADIAN JOURNAL OF CHEMICAL ENGINEERING                                                                                                                                                                 14.4296                9953
DISASTERS                                                                                                                                                                                                14.4276                2514
DNA: THE DOUBLE HELIX: PERSPECTIVE AND PROSPECTIVE AT FORTY YEARS                                                                                                                                        14.4211                  38
BASIS FOR CANCER MANAGEMENT                                                                                                                                                                              14.4138                  58
DEVELOPMENT AND CHANGE                                                                                                                                                                                   14.404                 4012
CLIMATE CHANGE ADAPTATION IN NEW YORK CITY: BUILDING A RISK MANAGEMENT RESPONSE                                                                                                                          14.3333                  15
CLINICAL AND TRANSLATIONAL ALLERGY                                                                                                                                                                       14.2814                 629
INTERNATIONAL JOURNAL OF GYNECOLOGY & OBSTETRICS                                                                                                                                                         14.2749               11611
ACTA ZOOLOGICA                                                                                                                                                                                           14.2613                2258
JOURNAL OF TIME SERIES ANALYSIS                                                                                                                                                                          14.2563                1112
SLOW INFECTIONS OF THE CENTRAL NERVOUS SYSTEM: THE LEGACY OF DR BJORN SIGURDSSON                                                                                                                         14.25                    60
INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN BIOMEDICAL ENGINEERING                                                                                                                                    14.2472                1351
CANCER CYTOPATHOLOGY                                                                                                                                                                                     14.2342                3365
AUSTRALIAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS                                                                                                                                                14.1952                2270
INTERNATIONAL JOURNAL OF ADAPTIVE CONTROL AND SIGNAL PROCESSING                                                                                                                                          14.1716                2320
ECOLOGY AND EVOLUTION                                                                                                                                                                                    14.1695               10258
AMERICAN JOURNAL OF PRIMATOLOGY                                                                                                                                                                          14.166                 7721
AMERICAN JOURNAL ON ADDICTIONS                                                                                                                                                                           14.1164                3058
JOURNAL OF CELLULAR BIOCHEMISTRY                                                                                                                                                                         14.1033               32563
JOURNAL OF DIABETES                                                                                                                                                                                      14.095                 1516
NURSING INQUIRY                                                                                                                                                                                          14.084                 1761
CELLULAR AND MOLECULAR PHYSIOLOGY OF SODIUM-CALCIUM EXCHANGE                                                                                                                                             14.0723                  83
BIOMEDICAL CHROMATOGRAPHY                                                                                                                                                                                14.0461                5922
MEDICAL ANTHROPOLOGY QUARTERLY                                                                                                                                                                           14.0179                1957
Journal of Policy and Practice in Intellectual Disabilities                                                                                                                                              14                        4
UNDERSTANDING ADIPOGENESIS AND FUNCTIONS OF BROWN FAT                                                                                                                                                    14                        7
Trends and Directions in Climate Research                                                                                                                                                                14                        2
POLICY STUDIES JOURNAL                                                                                                                                                                                   13.9979                3256
KNOWLEDGE AND PROCESS MANAGEMENT                                                                                                                                                                         13.9717                 494
GERIATRICS & GERONTOLOGY INTERNATIONAL                                                                                                                                                                   13.9427                6131
SODIUM-CALCIUM EXCHANGE: PROCEEDINGS OF THE SECOND INTERNATIONAL CONFERENCE                                                                                                                              13.9286                  84
DRUG DEVELOPMENT RESEARCH                                                                                                                                                                                13.9022                4222
ARCHAEOLOGICAL PROSPECTION                                                                                                                                                                               13.8913                1076
INTEGRATIVE ZOOLOGY                                                                                                                                                                                      13.889                 1000
JOURNAL OF PROSTHODONTICS-IMPLANT ESTHETIC AND RECONSTRUCTIVE DENTISTRY                                                                                                                                  13.8623                2048
VETERINARY RADIOLOGY & ULTRASOUND                                                                                                                                                                        13.8575                3291
JOURNAL OF REGIONAL SCIENCE                                                                                                                                                                              13.8557                4990
URBAN BIOSPHERE AND SOCIETY: PARTNERSHIP OF CITIES                                                                                                                                                       13.85                    20
JOURNAL OF COLLEGE COUNSELING                                                                                                                                                                            13.8349                 327
INTERNATIONAL WOUND JOURNAL                                                                                                                                                                              13.8263                2804
International Journal of Applied Ceramic Technology                                                                                                                                                      13.8182                  11
JOURNAL OF CONTINGENCIES AND CRISIS MANAGEMENT                                                                                                                                                           13.7913                 527
BIOLOGY OF THE CELL                                                                                                                                                                                      13.7847                5861
CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE                                                                                                                                           13.7741                1731
DEVELOPMENT GROWTH & DIFFERENTIATION                                                                                                                                                                     13.7703                5752
TRANSACTIONS IN GIS                                                                                                                                                                                      13.7496                1170
ASIA PACIFIC JOURNAL OF HUMAN RESOURCES                                                                                                                                                                  13.7331                 547
PRIMORDIAL IMMUNITY: FOUNDATIONS FOR THE VERTEBRATE IMMUNE SYSTEM                                                                                                                                        13.6667                  39
FORTIFICATION OF CONDIMENTS AND SEASONINGS WITH VITAMINS AND MINERALS IN PUBLIC HEALTH II                                                                                                                13.6667                   3
JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY                                                                                                                                           13.5996               13029
GENETIC EPIDEMIOLOGY                                                                                                                                                                                     13.5981                6059
VIEW                                                                                                                                                                                                     13.5865                 208
SOCIAL SCIENCE QUARTERLY                                                                                                                                                                                 13.5449                6921
AFRICAN JOURNAL OF ECOLOGY                                                                                                                                                                               13.5229                2991
EUROPEAN JOURNAL OF EDUCATION                                                                                                                                                                            13.5089                 733
ZOONOSES AND PUBLIC HEALTH                                                                                                                                                                               13.4929                2039
MOLECULAR AND CELLULAR MECHANISMS OF ALCOHOL AND ANESTHETICS                                                                                                                                             13.4907                 108
JOURNAL OF CLINICAL APHERESIS                                                                                                                                                                            13.4819                1465
GERODONTOLOGY                                                                                                                                                                                            13.4806                1263
BIOMETRICAL JOURNAL                                                                                                                                                                                      13.4781                3468
BIOLOGY OF ALPHA2-MACROGLOBULIN, ITS RECEPTOR, AND RELATED PROTEINS                                                                                                                                      13.4754                  61
TROPICAL MEDICINE & INTERNATIONAL HEALTH                                                                                                                                                                 13.4632               10861
EUROPEAN JOURNAL OF CANCER CARE                                                                                                                                                                          13.4253                3386
WEED BIOLOGY AND MANAGEMENT                                                                                                                                                                              13.423                  461
CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS                                                                                                                                                         13.4212               11339
CELLULAR, BIOCHEMICAL, AND MOLECULAR ASPECTS OF REPERFUSION INJURY                                                                                                                                       13.4156                  77
PM&R                                                                                                                                                                                                     13.4125                3096
VETERINARY AND COMPARATIVE ONCOLOGY                                                                                                                                                                      13.4112                1075
ANIMAL BIODIVERSITY AND EMERGING DISEASES: PREDICTION AND PREVENTION                                                                                                                                     13.3816                  76
CANCER SCIENCE                                                                                                                                                                                           13.3536               17495
HEMATOLOGICAL ONCOLOGY                                                                                                                                                                                   13.3487                1838
Criminology & Public Policy                                                                                                                                                                              13.3333                   6
JCMS-JOURNAL OF COMMON MARKET STUDIES                                                                                                                                                                    13.2948                2646
ADOLESCENT GYNECOLOGY AND ENDOCRINOLOGY: BASIC AND CLINICAL ASPECTS                                                                                                                                      13.2885                  52
TOXINS AND EXOCYTOSIS                                                                                                                                                                                    13.2727                  33
CANCER MEDICINE                                                                                                                                                                                          13.2469                6538
NEUROIMMUNOMODULATION: THE STATE OF THE ART                                                                                                                                                              13.2286                  35
EPILEPTIC DISORDERS                                                                                                                                                                                      13.2048                1865
COLORATION TECHNOLOGY                                                                                                                                                                                    13.1848                1358
JOURNAL OF FOOD SAFETY                                                                                                                                                                                   13.1832                1894
IMPLICATIONS OF A DATA DRIVEN-BUILT ENVIRONMENT                                                                                                                                                          13.1667                   6
Australian Occupational Therapy Journal                                                                                                                                                                  13.1667                   6
STRUCTURAL DESIGN OF TALL AND SPECIAL BUILDINGS                                                                                                                                                          13.1664                1334
WOUND REPAIR AND REGENERATION                                                                                                                                                                            13.1588                7254
COST ESTIMATES FOR FLOOD RESILIENCE AND PROTECTION STRATEGIES IN NEW YORK CITY                                                                                                                           13.1429                   7
PHYSIOLOGICAL SENESCENCE AND ITS POSTPONEMENT : THEORETICAL APPROACHES AND RATIONAL INTERVENTIONS: SECOND STROMBOLI CONFERENCE ON AGING AND CANCER                                                       13.0882                  34
INTERNATIONAL JOURNAL OF SOCIAL WELFARE                                                                                                                                                                  13.0515                1302
INTERNATIONAL MIGRATION                                                                                                                                                                                  13.0453                2717
IET BIOMETRICS                                                                                                                                                                                           13.0433                 462
THYMOSINS IN HEALTH AND DISEASE II                                                                                                                                                                       13                       20
JOURNAL OF GRAPH THEORY                                                                                                                                                                                  12.9948                3462
IET RADAR SONAR AND NAVIGATION                                                                                                                                                                           12.9877                2431
JOURNAL OF INHERITED METABOLIC DISEASE                                                                                                                                                                   12.9866                9991
JOURNAL OF SCHOOL HEALTH                                                                                                                                                                                 12.9712               14145
PHARMACOTHERAPY                                                                                                                                                                                          12.9675               12000
EUROPEAN LAW JOURNAL                                                                                                                                                                                     12.9607                 737
ACCOUNTING AND FINANCE                                                                                                                                                                                   12.9315                1445
SUBSTANCE P AND RELATED PEPTIDES : CELLULAR AND MOLECULAR PHYSIOLOGY                                                                                                                                     12.925                   80
JOURNAL OF TISSUE ENGINEERING AND REGENERATIVE MEDICINE                                                                                                                                                  12.9244                4746
GEOARCHAEOLOGY-AN INTERNATIONAL JOURNAL                                                                                                                                                                  12.9211                2103
CANADIAN JOURNAL OF ADMINISTRATIVE SCIENCES-REVUE CANADIENNE DES SCIENCES DE L ADMINISTRATION                                                                                                            12.9122                 934
Andrology                                                                                                                                                                                                12.9                     10
SOFTWARE-PRACTICE & EXPERIENCE                                                                                                                                                                           12.8991                3657
NEUROGASTROENTEROLOGY AND MOTILITY                                                                                                                                                                       12.8875                9443
THERMOREGULATION: TENTH INTERNATIONAL SYMPOSIUM ON THE PHARMACOLOGY OF THERMOREGULATION                                                                                                                  12.8871                 124
CHROMAFFIN CELL: TRNSMITTER BIOSYNTHESIS, STORAGE, RELEASE, ACTIONS, AND INFORMATICS                                                                                                                     12.88                   100
TRANSFUSION MEDICINE                                                                                                                                                                                     12.877                 2187
JOURNAL OF CLINICAL ULTRASOUND                                                                                                                                                                           12.8698                5416
INTERNATIONAL JOURNAL OF EXPERIMENTAL PATHOLOGY                                                                                                                                                          12.8647                3244
ANDROLOGIA                                                                                                                                                                                               12.8522                5292
IET NANOBIOTECHNOLOGY                                                                                                                                                                                    12.8437                1017
INTERNATIONAL TRANSACTIONS IN OPERATIONAL RESEARCH                                                                                                                                                       12.813                 2775
CLINICAL CARDIOLOGY                                                                                                                                                                                      12.8076                7254
ANNALS REPORTS, VOL 1385                                                                                                                                                                                 12.8                      5
IET INTELLIGENT TRANSPORT SYSTEMS                                                                                                                                                                        12.7959                1700
FINANCIAL REVIEW                                                                                                                                                                                         12.7937                 572
JOURNAL OF SMALL ANIMAL PRACTICE                                                                                                                                                                         12.7399                6774
STATISTICA NEERLANDICA                                                                                                                                                                                   12.7356                 749
PEDIATRIC ANESTHESIA                                                                                                                                                                                     12.7196                5118
INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT                                                                                                                                                       12.6981                1699
JOURNAL OF THE LONDON MATHEMATICAL SOCIETY-SECOND SERIES                                                                                                                                                 12.6978                6128
ION-MOTIVE ATPASES : STRUCTURE, FUNCTION, AND REGULATION                                                                                                                                                 12.697                   66
OCULOMOTOR AND VESTIBULAR SYSTEMS: THEIR FUNCTION AND DISORDERS                                                                                                                                          12.6667                  69
SYSTEMS ENGINEERING                                                                                                                                                                                      12.6645                 623
CONTEMPORARY ECONOMIC POLICY                                                                                                                                                                             12.6491                1365
AUSTRALIAN DENTAL JOURNAL                                                                                                                                                                                12.6224                4031
PUBLIC HEALTH NURSING                                                                                                                                                                                    12.6222                5489
PREVENTION AND TREATMENT OF HIV INFECTION IN INFANTS AND CHILDREN                                                                                                                                        12.6154                  39
XENOTRANSPLANTATION: SCIENTIFIC FRONTIERS AND PUBLIC POLICY                                                                                                                                              12.6                     65
CALCIUM CHANNELS : STRUCTURE AND FUNCTION                                                                                                                                                                12.5507                  69
TRANSPLANT INFECTIOUS DISEASE                                                                                                                                                                            12.5459                2788
SODIUM-CALCIUM EXCHANGE: PROCEEDINGS OF THE THIRD INTERNATIONAL CONFERENCE                                                                                                                               12.5417                  72
AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS                                                                                                                                                           12.5069                 864
QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL                                                                                                                                                        12.4866                3245
BIOETHICS                                                                                                                                                                                                12.4847                4547
LASERS IN SURGERY AND MEDICINE                                                                                                                                                                           12.4719               10786
PRESYNAPTIC RECEPTORS AND THE QUESTION OF AUTOREGULATION OF NEUROTRANSMITTER RELEASE                                                                                                                     12.4545                  77
JOURNAL OF HETEROCYCLIC CHEMISTRY                                                                                                                                                                        12.3938               16845
ENVIRONMENTAL AND MOLECULAR MUTAGENESIS                                                                                                                                                                  12.3933                7079
AUSTRALIAN OCCUPATIONAL THERAPY JOURNAL                                                                                                                                                                  12.3552                1126
NUTRITION BULLETIN                                                                                                                                                                                       12.3396                1004
DIGESTIVE ENDOSCOPY                                                                                                                                                                                      12.3384                2887
ADOLESCENT NUTRITIONAL DISORDERS: PREVENTION AND TREATMENT                                                                                                                                               12.3333                  39
EFSA JOURNAL                                                                                                                                                                                             12.3254                7860
BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY                                                                                                                                                                12.278                 6716
ELECTRONICS LETTERS                                                                                                                                                                                      12.2661               52018
BIOCHEMICAL ENGINEERING VIII                                                                                                                                                                             12.25                    32
Journal of Hepato-Biliary-Pancreatic Sciences                                                                                                                                                            12.25                     4
SMALL SCIENCE                                                                                                                                                                                            12.25                   264
MOLECULAR AND DEVELOPMENTAL BIOLOGY OF CARTILAGE                                                                                                                                                         12.2432                  74
JOURNAL OF GENETIC COUNSELING                                                                                                                                                                            12.2088                3626
INOSITOL METABOLISM IN PLANTS                                                                                                                                                                            12.2083                  24
AUSTRALIAN ACCOUNTING REVIEW                                                                                                                                                                             12.1839                 560
LIPIDS AND SYNDROMES OF INSULIN RESISTANCE: FROM MOLECULAR BIOLOGY TO CLINICAL MEDICINE                                                                                                                  12.1538                  52
BONE MARROW TRANSPLANTATION: FOUNDATIONS FOR THE 21ST CENTURY                                                                                                                                            12.1538                  39
AGRIBUSINESS                                                                                                                                                                                             12.136                 1448
INTERNATIONAL JOURNAL OF COSMETIC SCIENCE                                                                                                                                                                12.1344                1518
HIGH VOLTAGE                                                                                                                                                                                             12.0933                 611
PHYSIOTHERAPY RESEARCH INTERNATIONAL                                                                                                                                                                     12.0597                 720
X-RAY SPECTROMETRY                                                                                                                                                                                       12.0367                3027
DNA DAMAGE: EFFECTS ON DNA STRUCTURE AND PROTEIN RECOGNITION                                                                                                                                             12.0213                  47
VETERINARY OPHTHALMOLOGY                                                                                                                                                                                 12.0105                1992
CLINICAL OTOLARYNGOLOGY                                                                                                                                                                                  12.0088                6575
JOURNAL OF VETERINARY PHARMACOLOGY AND THERAPEUTICS                                                                                                                                                      12.0074                4474
13TH OESO WORLD CONFERENCE: THE ESOPHAGIOME I                                                                                                                                                            12                       17
MEETING THE HUMAN IMMUNOLOGY CHALLENGE                                                                                                                                                                   12                        1
REVIEW OF POLICY RESEARCH                                                                                                                                                                                11.989                  818
JOURNAL OF VETERINARY EMERGENCY AND CRITICAL CARE                                                                                                                                                        11.9651                1578
IET MICROWAVES ANTENNAS & PROPAGATION                                                                                                                                                                    11.9644                3821
JOURNAL OF MIDWIFERY & WOMENS HEALTH                                                                                                                                                                     11.9612                5279
PHILOSOPHY COMPASS                                                                                                                                                                                       11.9144                1309
IMMUNOGLOBULIN GENE EXPRESSION IN DEVELOPMENT AND DISEASE                                                                                                                                                11.9                     90
CELLULAR AND MOLECULAR MECHANISMS OF DRUGS OF ABUSE: COCAINE, IBOGAINE, AND SUBSTITUTED AMPHETAMINES                                                                                                     11.8718                  39
GEOLOGICAL JOURNAL                                                                                                                                                                                       11.8533                3191
BIOREMEDIATION OF SURFACE AND SUBSURFACE CONTAMINATION                                                                                                                                                   11.84                    25
FETAL CELLS IN MATERNAL BLOOD: PROSPECTS FOR NONINVASIVE PRENATAL DIAGNOSIS                                                                                                                              11.8293                  41
JOURNAL OF INVESTIGATIVE PSYCHOLOGY AND OFFENDER PROFILING                                                                                                                                               11.8201                 289
ALCOHOL-CLINICAL AND EXPERIMENTAL RESEARCH                                                                                                                                                               11.8064                2180
JOURNAL OF INTERNATIONAL DEVELOPMENT                                                                                                                                                                     11.7997                1298
CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE                                                                                                                                              11.7874                3664
